,ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
9260,5093,William Peixoto Arjona,M,37.0,186.0,78.0,Brazil,BRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
8300,4575,Oleg Antonov,M,28.0,198.0,88.0,Italy,ITA,2016 Summer,2016.0,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Silver
9895,5414,Migran Arutyunyan,M,27.0,166.0,67.0,Armenia,ARM,2016 Summer,2016.0,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
5458,3077,Ida Alstad,F,31.0,172.0,60.0,Norway,NOR,2016 Summer,2016.0,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
6356,3561,Stanley Amuzie,M,20.0,171.0,85.0,Nigeria,NGR,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
2926,1634,Taha Akgl,M,25.0,192.0,125.0,Turkey,TUR,2016 Summer,2016.0,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",Gold
2955,1647,Murodzhon Kakharovich Akhmadaliyev,M,21.0,165.0,56.0,Uzbekistan,UZB,2016 Summer,2016.0,Summer,Rio de Janeiro,Boxing,Boxing Men's Bantamweight,Bronze
2961,1649,Artur Kamilevich Akhmatkhuzin,M,28.0,187.0,79.0,Russia,RUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Gold
450,250,Saeid Morad Abdevali,M,26.0,170.0,80.0,Iran,IRI,2016 Summer,2016.0,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
6363,3566,An Ba-Ul,M,22.0,169.0,66.0,South Korea,KOR,2016 Summer,2016.0,Summer,Rio de Janeiro,Judo,Judo Men's Half-Lightweight,Silver
3020,1682,Morolake Akinosun,F,22.0,163.0,61.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Gold
1029,576,"Alejandro ""lex"" Abrines Redondo",M,23.0,198.0,93.0,Spain,ESP,2016 Summer,2016.0,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
10134,5542,"Geraldina Rachel ""Dina"" Asher-Smith",F,20.0,164.0,55.0,Great Britain,GBR,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
3022,1683,Foluke Antinuke Akinradewo,F,28.0,191.0,79.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
1080,608,Ahmad Abughaush,M,20.0,178.0,68.0,Jordan,JOR,2016 Summer,2016.0,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Gold
3070,1716,Daniel Akpeyi,M,30.0,187.0,80.0,Nigeria,NGR,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
3095,1730,Monica Aksamit,F,26.0,183.0,74.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",Bronze
11346,6204,Almaz Ayana Eba,F,24.0,166.0,47.0,Ethiopia,ETH,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",Gold
6853,3845,"Matthew John ""Matt"" Anderson",M,29.0,202.0,100.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
2044,1131,Clarisse Agbegnenou,F,23.0,164.0,66.0,France,FRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Silver
3306,1858,Fehaid Al-Deehani,M,49.0,178.0,95.0,Individual Olympic Athletes,IOA,2016 Summer,2016.0,Summer,Rio de Janeiro,Shooting,Shooting Men's Double Trap,Gold
2280,1262,Sandra Aguilar Navarro,F,23.0,167.0,50.0,Spain,ESP,2016 Summer,2016.0,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
11293,6174,Viktor Axelsen,M,22.0,194.0,88.0,Denmark,DEN,2016 Summer,2016.0,Summer,Rio de Janeiro,Badminton,Badminton Men's Singles,Bronze
2331,1301,Sri Wahyuni Agustiani,F,21.0,147.0,47.0,Indonesia,INA,2016 Summer,2016.0,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,Silver
8605,4724,Emilia Elisabeth Appelqvist,F,26.0,168.0,65.0,Sweden,SWE,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
796,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Horse Vault,Silver
2616,1466,Matteo Aicardi,M,30.0,192.0,102.0,Italy,ITA,2016 Summer,2016.0,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
2635,1478,Rosaria Aiello,F,27.0,172.0,74.0,Italy,ITA,2016 Summer,2016.0,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Silver
7014,3936,Jonna Andersson,F,23.0,167.0,61.0,Sweden,SWE,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
797,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Rings,Bronze
814,465,"Matthew ""Matt"" Abood",M,30.0,197.0,92.0,Australia,AUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
2453,1374,Tontowi Ahmad,M,29.0,179.0,72.0,Indonesia-1,INA,2016 Summer,2016.0,Summer,Rio de Janeiro,Badminton,Badminton Mixed Doubles,Gold
1514,837,Rachael Alexis Adams,F,26.0,188.0,81.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
8037,4447,Roman Sergeyevich Anoshkin,M,28.0,192.0,95.0,Russia,RUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
10865,5934,Sandra Auffarth,F,29.0,170.0,57.0,Germany,GER,2016 Summer,2016.0,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Silver
11345,6204,Almaz Ayana Eba,F,24.0,166.0,47.0,Ethiopia,ETH,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",Bronze
2795,1551,"Oluwafemi ""Junior"" Ajayi",M,20.0,172.0,79.0,Nigeria,NGR,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
2429,1356,Christian Ahlmann,M,41.0,189.0,80.0,Germany,GER,2016 Summer,2016.0,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
6304,3537,Marwa Al-Amri,F,27.0,160.0,58.0,Tunisia,TUN,2016 Summer,2016.0,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Bronze
5690,3206,Yuri Alvear Orjuela,F,30.0,176.0,70.0,Colombia,COL,2016 Summer,2016.0,Summer,Rio de Janeiro,Judo,Judo Women's Middleweight,Silver
2810,1561,Mobolade Abimbola Ajomale,M,20.0,180.0,62.0,Canada,CAN,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
8969,4928,Katie Louise Archibald,F,22.0,178.0,70.0,Great Britain,GBR,2016 Summer,2016.0,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Gold
5612,3174,Lzaro Jorge lvarez Estrada,M,25.0,173.0,60.0,Cuba,CUB,2016 Summer,2016.0,Summer,Rio de Janeiro,Boxing,Boxing Men's Lightweight,Bronze
794,455,Denis Mikhaylovich Ablyazin,M,24.0,161.0,62.0,Russia,RUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,Silver
2002,1107,"Timothy Ernest Victor Kwizera ""Tim"" Agaba",M,27.0,193.0,104.0,South Africa,RSA,2016 Summer,2016.0,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
3680,2112,Abdullah Al-Rashidi,M,52.0,183.0,83.0,Individual Olympic Athletes,IOA,2016 Summer,2016.0,Summer,Rio de Janeiro,Shooting,Shooting Men's Skeet,Bronze
12705,6912,Kemar Bailey-Cole,M,24.0,193.0,84.0,Jamaica,JAM,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
8703,4782,Hirooki Arai,M,28.0,180.0,62.0,Japan,JPN,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Men's 50 kilometres Walk,Bronze
6557,3672,milie Andol,F,28.0,170.0,97.0,France,FRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Judo,Judo Women's Heavyweight,Gold
10930,5971,Seimone Delicia Augustus,F,32.0,183.0,74.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Gold
11429,6241,Camille Anas Ayglon-Saurina,F,31.0,180.0,66.0,France,FRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Silver
10176,5561,Nickel Ashmeade,M,26.0,183.0,77.0,Jamaica,JAM,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
4383,2497,Artur Aleksanyan,M,24.0,190.0,98.0,Armenia,ARM,2016 Summer,2016.0,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
9570,5245,Emilie Hegh Arntzen,F,22.0,183.0,78.0,Norway,NOR,2016 Summer,2016.0,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
11264,6160,Mohd Azizulhasni Awang,M,28.0,166.0,69.0,Malaysia,MAS,2016 Summer,2016.0,Summer,Rio de Janeiro,Cycling,Cycling Men's Keirin,Bronze
4417,2517,Milan Aleksi,M,30.0,193.0,96.0,Serbia,SRB,2016 Summer,2016.0,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Gold
10200,5577,Jessica Ashwood,F,23.0,173.0,64.0,Australia,AUS,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
4727,2695,Nia Sifaatihii Ali,F,27.0,170.0,65.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres Hurdles,Silver
8167,4505,Carmelo Kyan Anthony,M,32.0,203.0,109.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
6598,3691,Anne Dsane Andersen,F,23.0,183.0,86.0,Denmark,DEN,2016 Summer,2016.0,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxless Pairs,Bronze
11648,6346,Jrmie Azou,M,27.0,178.0,71.0,France,FRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Rowing,Rowing Men's Lightweight Double Sculls,Gold
10291,5631,"Kosovare ""Kosse"" Asllani",F,27.0,166.0,56.0,Sweden,SWE,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Women's Football,Silver
11654,6352,Okechukwu Godson Azubuike,M,19.0,170.0,68.0,Nigeria,NGR,2016 Summer,2016.0,Summer,Rio de Janeiro,Football,Football Men's Football,Bronze
4589,2610,Abdoul Razak Issoufou Alfaga,M,21.0,207.0,90.0,Niger,NIG,2016 Summer,2016.0,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Silver
1529,846,Valerie Kasanita Adams-Vili (-Price),F,31.0,193.0,120.0,New Zealand,NZL,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Women's Shot Put,Silver
1495,832,Nicola Virginia Adams,F,33.0,164.0,51.0,Great Britain,GBR,2016 Summer,2016.0,Summer,Rio de Janeiro,Boxing,Boxing Women's Flyweight,Gold
4318,2464,Jo Qesem Ayela Aleh,F,30.0,171.0,58.0,New Zealand,NZL,2016 Summer,2016.0,Summer,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,Silver
1847,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Men's 50 metres Freestyle,Bronze
9138,5023,Joahnys Oscar Argilagos Prez,M,19.0,152.0,49.0,Cuba,CUB,2016 Summer,2016.0,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
1977,1095,Cecil Sebastian Afrika,M,28.0,175.0,75.0,South Africa,RSA,2016 Summer,2016.0,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
1228,690,Chantal Achterberg,F,31.0,172.0,72.0,Netherlands,NED,2016 Summer,2016.0,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Silver
5028,2861,Nathon Allen,M,20.0,178.0,,Jamaica,JAM,2016 Summer,2016.0,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
9417,5167,Kristin Ann Armstrong (-Savola),F,42.0,173.0,58.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Cycling,Cycling Women's Individual Time Trial,Gold
175,73,Luc Abalo,M,31.0,182.0,86.0,France,FRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Silver
1848,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,Bronze
1850,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
12203,6632,Timea Bacsinszky,F,27.0,170.0,62.0,Switzerland,SUI,2016 Summer,2016.0,Summer,Rio de Janeiro,Tennis,Tennis Women's Doubles,Silver
4847,2769,Kimia Alizadeh Zenoorin,F,18.0,185.0,57.0,Iran,IRI,2016 Summer,2016.0,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,Bronze
161,65,Patimat Abakarova,F,21.0,165.0,49.0,Azerbaijan,AZE,2016 Summer,2016.0,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,Bronze
4825,2758,Alison Conte Cerutti,M,30.0,203.0,106.0,Brazil-1,BRA,2016 Summer,2016.0,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Gold
158,62,Giovanni Abagnale,M,21.0,198.0,90.0,Italy,ITA,2016 Summer,2016.0,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Pairs,Bronze
1849,1017,Nathan Ghar-Jun Adrian,M,27.0,198.0,100.0,United States,USA,2016 Summer,2016.0,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Gold
12186,6624,Diana Bacosi,F,33.0,175.0,85.0,Italy,ITA,2016 Summer,2016.0,Summer,Rio de Janeiro,Shooting,Shooting Women's Skeet,Gold
8079,4466,Giselle Anne Ansley,F,24.0,176.0,73.0,Great Britain,GBR,2016 Summer,2016.0,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
6812,3823,Jamie Louise Anderson,F,23.0,160.0,54.0,United States,USA,2014 Winter,2014.0,Winter,Sochi,Snowboarding,Snowboarding Women's Slopestyle,Gold
6424,3604,Viktor An,M,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014.0,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,000 metres",Gold
6423,3604,Viktor An,M,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014.0,Winter,Sochi,Short Track Speed Skating,Short Track Speed Skating Men's 500 metres,Gold
2128,1181,Meghan Christina Agosta (-Marciano),F,26.0,168.0,67.0,Canada,CAN,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
6425,3604,Viktor An,M,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014.0,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",Bronze
8636,4742,Gillian Mary Apps,F,30.0,180.0,80.0,Canada,CAN,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
6426,3604,Viktor An,M,28.0,170.0,65.0,Russia,RUS,2014 Winter,2014.0,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Gold
1519,840,"Victoria ""Vicki"" Adams",F,24.0,164.0,69.0,Great Britain,GBR,2014 Winter,2014.0,Winter,Sochi,Curling,Curling Women's Curling,Bronze
8232,4538,"Matthew ""Matt"" Antoine",M,28.0,190.0,84.0,United States,USA,2014 Winter,2014.0,Winter,Sochi,Skeleton,Skeleton Men's Skeleton,Bronze
12157,6611,Lars Nicklas Bckstrm,M,26.0,185.0,95.0,Sweden,SWE,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
7434,4161,Scott Andrews,M,24.0,175.0,85.0,Great Britain,GBR,2014 Winter,2014.0,Winter,Sochi,Curling,Curling Men's Curling,Silver
8307,4579,Vladislav Nikolayevich Antonov,M,22.0,179.0,80.0,Russia,RUS,2014 Winter,2014.0,Winter,Sochi,Luge,Luge Mixed Team Relay,Silver
5502,3108,Livia Altmann,F,19.0,165.0,64.0,Switzerland,SUI,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
5568,3150,"Eduardo C. ""Eddy"" Alvarez",M,24.0,175.0,72.0,United States,USA,2014 Winter,2014.0,Winter,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",Silver
9301,5117,Tobias Arlt,M,26.0,178.0,77.0,Germany,GER,2014 Winter,2014.0,Winter,Sochi,Luge,Luge Mixed Team Relay,Gold
9300,5117,Tobias Arlt,M,26.0,178.0,77.0,Germany-1,GER,2014 Winter,2014.0,Winter,Sochi,Luge,Luge Mixed (Men)'s Doubles,Gold
278,145,Jeremy Abbott,M,28.0,175.0,70.0,United States,USA,2014 Winter,2014.0,Winter,Sochi,Figure Skating,Figure Skating Mixed Team,Bronze
4632,2639,Hans Daniel Alfredsson,M,41.0,182.0,92.0,Sweden,SWE,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
40,16,Juhamatti Tapio Aaltonen,M,28.0,184.0,85.0,Finland,FIN,2014 Winter,2014.0,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
4317,2464,Jo Qesem Ayela Aleh,F,26.0,171.0,58.0,New Zealand,NZL,2012 Summer,2012.0,Summer,London,Sailing,Sailing Women's Two Person Dinghy,Gold
4824,2758,Alison Conte Cerutti,M,26.0,203.0,106.0,Brazil-1,BRA,2012 Summer,2012.0,Summer,London,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
1774,980,"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012 Summer,2012.0,Summer,London,Swimming,Swimming Women's 400 metres Freestyle,Bronze
4793,2739,Mirko Alilovi,M,26.0,200.0,110.0,Croatia,CRO,2012 Summer,2012.0,Summer,London,Handball,Handball Men's Handball,Bronze
12037,6554,Sebastian Bachmann,M,25.0,182.0,71.0,Germany,GER,2012 Summer,2012.0,Summer,London,Fencing,"Fencing Men's Foil, Team",Bronze
1845,1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012.0,Summer,London,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Silver
1844,1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012.0,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,Gold
4067,2342,Nely Carla Alberto Francisca,F,29.0,179.0,90.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Handball,Handball Women's Handball,Bronze
9415,5167,Kristin Ann Armstrong (-Savola),F,38.0,173.0,58.0,United States,USA,2012 Summer,2012.0,Summer,London,Cycling,Cycling Women's Individual Time Trial,Gold
10929,5971,Seimone Delicia Augustus,F,28.0,183.0,74.0,United States,USA,2012 Summer,2012.0,Summer,London,Basketball,Basketball Women's Basketball,Gold
1775,980,"Rebecca ""Becky"" Adlington",F,23.0,179.0,70.0,Great Britain,GBR,2012 Summer,2012.0,Summer,London,Swimming,Swimming Women's 800 metres Freestyle,Bronze
1846,1017,Nathan Ghar-Jun Adrian,M,23.0,198.0,100.0,United States,USA,2012 Summer,2012.0,Summer,London,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Gold
9481,5198,Judith Arndt,F,36.0,173.0,59.0,Germany,GER,2012 Summer,2012.0,Summer,London,Cycling,Cycling Women's Individual Time Trial,Silver
4382,2497,Artur Aleksanyan,M,20.0,190.0,98.0,Armenia,ARM,2012 Summer,2012.0,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
7556,4211,Valeriy Oleksandrovych Andriitsev,M,25.0,181.0,97.0,Ukraine,UKR,2012 Summer,2012.0,Summer,London,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
12477,6784,Mohammad Bagheri Motamed,M,26.0,181.0,68.0,Iran,IRI,2012 Summer,2012.0,Summer,London,Taekwondo,Taekwondo Men's Featherweight,Silver
4482,2559,Alex Sandro Lobo Silva,M,21.0,177.0,60.0,Brazil,BRA,2012 Summer,2012.0,Summer,London,Football,Football Men's Football,Silver
8851,4859,Adriana dos Santos Arajo,F,30.0,167.0,60.0,Brazil,BRA,2012 Summer,2012.0,Summer,London,Boxing,Boxing Women's Lightweight,Bronze
1668,925,Adenzia Aparecida Ferreira da Silva,F,25.0,187.0,65.0,Brazil,BRA,2012 Summer,2012.0,Summer,London,Volleyball,Volleyball Women's Volleyball,Gold
8734,4801,Erika Araki,F,27.0,186.0,78.0,Japan,JPN,2012 Summer,2012.0,Summer,London,Volleyball,Volleyball Women's Volleyball,Bronze
4658,2651,Sara Anneli Algotsson Ostholt,F,37.0,163.0,56.0,Sweden,SWE,2012 Summer,2012.0,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Silver
11720,6397,"Alexander German ""Sander"" Baart",M,24.0,178.0,76.0,Netherlands,NED,2012 Summer,2012.0,Summer,London,Hockey,Hockey Men's Hockey,Silver
10942,5979,Apti Khamzatovich Aukhadov,M,19.0,178.0,85.0,Russia,RUS,2012 Summer,2012.0,Summer,London,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
1533,849,Filip Kamil Adamski,M,29.0,189.0,87.0,Germany,GER,2012 Summer,2012.0,Summer,London,Rowing,Rowing Men's Coxed Eights,Gold
1528,846,Valerie Kasanita Adams-Vili (-Price),F,27.0,193.0,120.0,New Zealand,NZL,2012 Summer,2012.0,Summer,London,Athletics,Athletics Women's Shot Put,Gold
4562,2592,"Alexandre ""Alexandre Pato"" Rodrigues da Silva",M,22.0,179.0,71.0,Brazil,BRA,2012 Summer,2012.0,Summer,London,Football,Football Men's Football,Silver
1942,1071,Kseniya Dmitriyevna Afanasyeva,F,20.0,158.0,48.0,Russia,RUS,2012 Summer,2012.0,Summer,London,Gymnastics,Gymnastics Women's Team All-Around,Silver
5075,2892,Ade Franci Alleyne-Forte,M,23.0,180.0,73.0,Trinidad and Tobago,TTO,2012 Summer,2012.0,Summer,London,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
4001,2306,Ruslan Vladimirovich Albegov,M,24.0,192.0,156.0,Russia,RUS,2012 Summer,2012.0,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Bronze
3021,1683,Foluke Antinuke Akinradewo,F,24.0,191.0,79.0,United States,USA,2012 Summer,2012.0,Summer,London,Volleyball,Volleyball Women's Volleyball,Silver
2638,1481,Hannes Aigner,M,23.0,183.0,75.0,Germany,GER,2012 Summer,2012.0,Summer,London,Canoeing,"Canoeing Men's Kayak Singles, Slalom",Bronze
6248,3507,Vanessa Amors Quiles,F,29.0,165.0,62.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Handball,Handball Women's Handball,Bronze
6260,3512,Nijel Carlos Amilfitano Amos,M,18.0,179.0,60.0,Botswana,BOT,2012 Summer,2012.0,Summer,London,Athletics,Athletics Men's 800 metres,Silver
9977,5453,Laura Asadauskait-Zadneprovskien,F,28.0,160.0,49.0,Lithuania,LTU,2012 Summer,2012.0,Summer,London,Modern Pentathlon,Modern Pentathlon Women's Individual,Gold
11257,6158,Suguru Awaji,M,22.0,174.0,67.0,Japan,JPN,2012 Summer,2012.0,Summer,London,Fencing,"Fencing Men's Foil, Team",Silver
8040,4449,Sajjad Anoushiravani Hamlabad,M,28.0,192.0,105.0,Iran,IRI,2012 Summer,2012.0,Summer,London,Weightlifting,Weightlifting Men's Super-Heavyweight,Silver
2692,1498,"Charles Benedict ""Ben"" Ainslie",M,35.0,183.0,90.0,Great Britain,GBR,2012 Summer,2012.0,Summer,London,Sailing,Sailing Men's One Person Heavyweight Dinghy,Gold
5720,3227,Thiago Soares Alves,M,25.0,194.0,88.0,Brazil,BRA,2012 Summer,2012.0,Summer,London,Volleyball,Volleyball Men's Volleyball,Silver
5689,3206,Yuri Alvear Orjuela,F,26.0,176.0,70.0,Colombia,COL,2012 Summer,2012.0,Summer,London,Judo,Judo Women's Middleweight,Bronze
5611,3174,Lzaro Jorge lvarez Estrada,M,21.0,173.0,60.0,Cuba,CUB,2012 Summer,2012.0,Summer,London,Boxing,Boxing Men's Bantamweight,Bronze
2263,1254,Macarena Aguilar Daz,F,27.0,170.0,67.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Handball,Handball Women's Handball,Bronze
5457,3077,Ida Alstad,F,27.0,172.0,60.0,Norway,NOR,2012 Summer,2012.0,Summer,London,Handball,Handball Women's Handball,Gold
5385,3052,"Mikhail Surenovich ""Misha"" Aloyan",M,23.0,164.0,52.0,Russia,RUS,2012 Summer,2012.0,Summer,London,Boxing,Boxing Men's Flyweight,Bronze
5350,3029,Jessica Alonso Bernardo,F,28.0,172.0,65.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Handball,Handball Women's Handball,Bronze
12399,6736,Baek Seong-Dong,M,20.0,171.0,66.0,South Korea,KOR,2012 Summer,2012.0,Summer,London,Football,Football Men's Football,Bronze
3833,2210,Marina Alabau Neira,F,26.0,164.0,55.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Sailing,Sailing Women's Windsurfer,Gold
10863,5934,Sandra Auffarth,F,25.0,170.0,57.0,Germany,GER,2012 Summer,2012.0,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
10862,5934,Sandra Auffarth,F,25.0,170.0,57.0,Germany,GER,2012 Summer,2012.0,Summer,London,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",Bronze
11953,6512,Marta Bach Pascual,F,19.0,176.0,66.0,Spain,ESP,2012 Summer,2012.0,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
9361,5144,"Elizabeth Mary ""Lizzie"" Armitstead (-Deignan)",F,23.0,168.0,55.0,Great Britain,GBR,2012 Summer,2012.0,Summer,London,Cycling,"Cycling Women's Road Race, Individual",Silver
